=== Мониторинг приложения на порту 3010 ===
Начало: Вт мая  5 19:24:12 MSK 2026
Интервал: 2 секунды
-------------------------------------------
Время           | CPU% | MEM% | RSS_MB | Потоки
19:28:10         |  9.0 |  2.5 |    415 |     12
19:28:12         |  8.6 |  3.3 |    554 |     12
19:28:14         |  8.1 |  2.9 |    485 |     12
19:28:16         |  8.4 |  3.4 |    572 |     12
19:28:18         |  9.1 |  3.5 |    583 |     12
19:28:20         |  9.1 |  3.2 |    539 |     12
19:28:22         |  8.3 |  3.1 |    520 |     12
19:28:24         |  8.9 |  3.3 |    554 |     12
19:28:26         |  9.0 |  3.0 |    500 |     12
19:28:28         |  8.3 |  2.5 |    420 |     12
19:28:30         |  8.3 |  3.5 |    584 |     12
19:28:32         |  8.3 |  3.3 |    554 |     12
19:28:34         |  8.7 |  2.5 |    419 |     12
19:28:36         |  8.3 |  3.5 |    586 |     12
19:28:38         |  8.9 |  3.0 |    503 |     12
19:28:40         |  8.7 |  3.1 |    521 |     12
19:28:42         |  8.8 |  3.4 |    570 |     12
19:28:44         |  8.8 |  3.3 |    550 |     12
19:28:46         |  8.3 |  2.7 |    452 |     12
19:28:48         |  8.2 |  2.6 |    437 |     12
19:28:50         |  8.2 |  2.5 |    421 |     12
19:28:52         |  8.9 |  3.0 |    505 |     12
19:28:54         |  9.1 |  3.0 |    503 |     12
19:28:56         |  9.0 |  3.1 |    519 |     12
19:28:58         |  8.3 |  3.3 |    549 |     12
19:29:00         |  8.9 |  3.2 |    537 |     12
19:29:02         |  8.1 |  3.1 |    522 |     12
19:29:04         |  8.3 |  3.3 |    548 |     12
19:29:06         |  8.6 |  3.3 |    552 |     12
19:29:08         |  8.9 |  3.0 |    503 |     12
19:29:10         |  8.8 |  2.5 |    417 |     12
19:29:12         |  8.8 |  2.9 |    485 |     12
19:29:14         |  8.1 |  3.2 |    536 |     12
19:29:16         |  8.9 |  3.4 |    572 |     12
19:29:18         |  8.2 |  2.8 |    467 |     12
19:29:20         |  8.7 |  3.5 |    582 |     12
19:29:22         |  8.0 |  2.9 |    487 |     12
